class,lyric
0,"Honey you make me feel like you care a lot  
But I-I-I-I-I, I love you too much  
Baby you make me feel like you need me a lot  
But I-I-I-I-I, I love you too much  
  
When you say those words of love to me  
It makes me feel so good inside  
But when the sunshine comes and you must leave  
It only leaves me with my own foolish pride  
  
Baby you make me feel like you care a lot  
But I-I-I-I-I, honey, I love you too much  
Baby you make me feel like you care a lot  
But I-I-I-I-I, honey, I love you too much  
  
Oh, when you say those words of love to me  
I know you know you make me feel so good inside  
But if by break of day you never can stay  
There must be something in our love that I don't know about that you  
Feel you've got to hide  
  
Baby, baby, you make me feel like you care a lot  
But I-I-I-I-I, honey, I love you too much  
Baby you make me feel like you care a lot  
But I-I-I-I-I, honey, I love you too much  
Hey I love you, I love you, I love, I love you  
Baby, baby, baby, baby, baby, baby, baby, baby  
I love you, I need you, I love, I love you  
Feel me, feel me, feel me, feel me, love me, love me  
I love you baby, don't let nobody tell you that I don't love you baby  
Oh oh I love you  
Baby, have you ever wished that forever nighttime could last  
Don't leave my heart a broken glass baby, oh oh  
Sometimes I feel like I love you  
I love you, I love you, I love you, I love you  
Maybe three much  
Yeah, I love you  
You make me feel like you care a lot  
But I-I-I-I-I, I love you too much  
  
(repeat)

"
0,"Every Friday night she rides the whole way over town  
Just to see some stupid boy who never turns around  
He never sees the girl whose dreams have told her he's the one  
Still she gets excited whenever Friday comes  
There is no reason in love's sweet plan  
It's deeper than the sea  
Things happen, we fall in love  
It just comes naturally  
Anyone who saw her in the street would never know  
The passion of the feeling she never puts on show  
We can not choose the ones with whom we think that we belong  
Just when you're not looking someone comes along  
There is no reason in love's sweet plan  
It's deeper than the sea  
Things happen, we fall in love  
It just comes naturally  
There she stands, clothes around her feet  
Choosing what to wear so she can just stand in his street  
""please, oh please, this time I'll make him mine""  
She begs of her reflection in her dressing table shrine  
Oh, there is no reason in love's sweet plan  
It's deeper than the sea  
Things happen, we fall in love  
It just comes naturally  

"
0,"They tell me little darlin',  
That to morrow you'll be wed,  
You thought that you would hurt me,  
But you hurt yourself instead,  
  
I'll always be the same old pal,  
Just as in years gone by,  
I'll just set back and watch you,  
While you set alone and cry.  
  
[Chorus]  
Tears fallin' down your pretty cheeks,  
Tears you cannot hide and tears you cannot keep,  
They are tears of sorrow and tears of delight,  
I wish I had a nickel, for every tear you shed last night.  
  
I just dropped by to tell you that I wish you happiness,  
I hope that you'll forgive me for intruding like this,  
I hope my dear your happiness will follow through the years,  
I'll just set back and watch you, while you shed those bitter tears.  
  
[Chorus]

"
0,"Don't ease, don't ease, don't ease me in  
I've been all night long commin' home, don't ease me in  
When I turned around sweet mama, she was way across town  
So I'm walkin' down the street with a dollar in my hand  
I've been lookin' for a woman sweet mama, ain't got no man  
The girl I love, she's sweet and true  
You the dress she wears, sweet mama, it's pink and blue  
She brings me coffee, she brings me tea  
She brings me 'bout every damm thing but the jailhouse keys  

"
0,"Flowers and lights are taking my feet of the ground  
And I'm flying speeds completely unknown to man  
No one can help me once I'm off to dreaming time  
I've entered that world and I'm on my own  
And I feel it all right  
chorus:  
It's a strange, strange world  
That I live in  
It's a strange, strange world  
At night  
Mama Mary, what you got cooking for me this time  
I swear I saw the devil running across the room last night  
Doctors an dioxine ain't gonna medicate me, no  
Darling in your arms I'll be fine with a cup of tea  
chorus  
Well I, I'm a parnanoia schizophrenic being  
What about the monkey talking nonsense on tv  
chorus

"
0,"I feed from the bottom, you feed from the top  
I live upon morsels you happen to drop  
And coffee that somehow leaks out of your cup  
If nothing comes down then I'm forced to swim up  
On the way upwards, the colors come back  
But all along the bottom is blue, grey, and black  
The darkness is cold and perception goes wrong  
And the night seems to go on incredibly long  
  
So I ask you why if I'm swimming by,  
Don't you see anything you'd like to try?  
  
Pantomime mixtures of heaven and earth  
Jumbled events that have less than no worth  
Time in the forest to dig under rocks  
Or float in the ocean asleep in a box  
  
Or sink just below all the churning and froth  
And swim to the light source or fly like a moth  
So toss away stuff you don't need in the end  
But keep what's important and know who's your friend  
  
So I ask you why if I'm swimming by,  
Don't you see anything that you'd like to try?  
  
If I'm swimming by  
  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top  
  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top

"
0,"All alone in my room think of you at a rate that is truly alarming  
I keep grouping my memories of you in my head, I pretend that you want me  
And I fall asleep and dream of alternate realities  
And I put myself at ease by pretending that she still loves me  
  
And I can't stop thinking about you  
And I can't stop thinking about you  
You never go on till I do  
And I can't stop thinking about your love  
  
Oh yeah  
  
Can't believe I could think that she would just follow me everywhere I go  
I was wrestling with you in my dreams, and wake up making love to a pillow  
And I fall asleep and dream of alternate realities  
And I put myself at ease by pretending that she still loves me  
  
And I can't stop thinking about you  
And I can't stop thinking about you  
And you never go on till I do  
And I can't stop, and I can't stop  
  
What I would give to have you look in my direction  
And I'd give my life to somehow attract your attention  
And I touch myself like it's somebody else  
Thoughts of you are tattooed on my mind  
Let me show you  
  
I can't stop thinking about you  
And I can't stop thinking about you  
You never go on till I do  
And I can't stop thinking about you  
And I can't stop thinking about you  
I can't stop thinking about you  
You never go on till I do  
And I can't stop thinking about you

"
0,"Ooooooh. Wooooh.  
Strangers in the night, exchanging glances,  
Wondering in the night what were the chances  
We would fall in love before the night was through.  
  
Something in your eyes was so exciting,  
And in your smile, ooh, inviting.  
In my heart I knew I must have you.  
  
Strangers in the night, lonely people.  
Strangers in the night up to the moment  
We said our first hello. Little did we know  
Love was just a glance away, embracing dance away.  
It's just a glance away. It's just a chance away.  
  
Dancin', dancin' in the night. Stranger,  
C'mon, c'mon, treat a stranger right.  
I'm dancin', dancin' in the night. Stranger,  
I say what's on my mind.  
Let us be lovers. Yeah, it's gonna be all right  
For strangers in the . . .  
  
Yeah, woo-hoo!  
I'm dancin', dancin' in the night.  
Hello stranger. see'mon, whoa.  
Dancin', I'm dancin' in the night. Hello stranger.  
Woo. I'm dancin' in the night. Hello stranger.  
Oh-wo. Ohhhh.  
  
Doo-be-doo-be-doo. Don't want to be  
Doo-be-doo-be-doo. Don't want to be strangers.  
No, Doo-be-doo-be-doo. Don't want to be  
Doo-be-doo-be-doo. Don't want to be strangers.  
Doo-be-doo-be-doo. Don't want to be  
Doo-be-doo-be-doo. Don't want to be strangers.  
No, no, nooo, don't want to be strangers.  
No. Strangers. Woo!

"
0,"Lala Salama  
To the Masai Mara  
And asante sana  
Kichwa Tembo  
I'm going Oloololo  
Back to the world where I'm from  
Soon I'll be flying solo  
On a heading that follows the sun  
Oloololo, Oloololo, 'loololo  
'Cause I've been down from Nairobi  
Southeast of Kisumu  
To the waiting savanna  
Like a place that I once knew  
And the river was flowing  
While the crocodile baked in the sun  
With the elephant knowing  
That a change had already begun  
Oloololo, Oloololo, 'loololo  
Oloololo, Oloololo  
(Lala Salama) Oloololo (To the Masai Mara)  
(And asante sana) Oloololo (To Kichwa Tembo)  
  

"
0,"You can find things meant to be  
If you look hard into the sea  
As the waves land on the beach  
I feel her eyes fixed on me  
Through the wind in the trees  
Mother nature she speaks  
Take what she says  
Let your heart do the rest  
It's in the wind  
It's in the trees  
It's in the way you smile  
At me  
It's in the waves up from the sea  
It's in the way you feel  
When you're pleased  
And it's all meant to be  
And it's all meant to be  
Your heart knows where to go  
But your mind can take it slow  
It's okay to rest your mind  
Let your heart seek and find  
It's in the wind  
It's in the trees  
Listen hard and you  
Will see  
It's in the waves up from the sea  
It's in the way you feel  
When you're pleased  
And it's all meant to be  
And it's all meant to be  
These are things just meant to be  
These are things like you and me  
It's all meant to be  
It's all meant to be  
These are things just meant to be  
These are things like you and me  
Mother nature sings and breathes  
  

"
0,"There are pyramids in my head!  
There's one underneath my bed!  
And my lady's getting cranky.  
Every possible location  
Has a simple explanation  
And it isn't hanky-panky.  
  
I have read, somewhere in a book,  
They improve all your food and your wine.  
It's said that everything you grow in your garden will taste pretty fine,  
Instead, all I ever get is a pain in the neck and a  
Yap yap yap yap yap yap yap yap!  
  
I've consulted all the sages,  
I could find in the yellow pages,  
But there aren't many of them...  
And the mayan panoramas  
On my pyramid pajamas  
Haven't helped my little problem.  
  
I've been told someone in the know  
Can be sure that his luck is as good as gold,  
Money in the bank and you don't even pay for it if you fold  
A dollar in the shape of the pyramid that's printed on the back.  
  
It's no lie.  
You can keep the edge of a razor as sharp as an eagle's eye.  
You can grow a hedge that is vertically straight, over ten feet high.  
All you really need is a pyramid and just a little luck.  
  
I have read, somewhere in a book,  
They improve all your food and wine  
And I've been told,  
Someone in the know  
Can be sure of his good luck and it's no lie.  
All you really need is a little bit of pyramidic  
Help!

"
0,"It ain't nuthin Gee, it's just a small thing (4X)  
  
Hey, I got a flow that is wicked, so sit back while I kick it  
The incredible edible, change my pitch while I rip it  
We can make it just happen, while I'm keepin' you snappin'  
Now the style is correct, so I'ma keep gangsta rappin'  
'Cause I'm back and I'm flowin', I'ma keep people knowin'  
that I'm just like the Energizer (Still going!)  
So get that and make that, somethin' you think is real fat  
It's a small thing I'm back, on the Delta Force track  
As the figure get bigger, as the soul brother nigga  
I don't plan to waste time black, I just pull the trigger  
Now my mic is just smokin', like the 'are' I'm not jokin  
Fuck around, step to me troop, your big toes is broken  
Now I be the headbanger, releasin' more anger  
'Cause my fury is deep, so don't challengers scatter  
When I'm ? the head, I make beats that just flip  
So I write up a rhyme next, then flex  
Back at the ranch with the 4-H Horsemen  
The flavor is steady, move your head to the bass  
So check the rhymes and check my stats  
And now you know, that Ced Gee is back  
I'm still the Delta

"
0,"You can count on a number of things  
Like tomorrow the sun's gonna shine  
There'll be flowers in spring time  
Poets will make rhymes  
Couples in moonlight are so ripe to fall  
  
Fallin' in love, such a natural thing  
There's a look in that one person's eyes  
And the moment we know it  
We don't want to blow it  
So we get way too careful and it all slips away  
  
You've always told me  
You can do better  
And something would always come along,  
And so I listened, down to the letter  
'Til somebody better came along  
  
You, you can do better  
Talkin' to you, you, you, you  
You gotta do better!  
  
Now I feel like I'm swimming upstream  
When the current is running so strong  
I'm a fish out of water  
The first time I saw you  
Couldn't keep it together  
Don't care if I'm wrong  
But it seems like forever  
Since we got along  
  
You've always told me  
You can do better  
And something would always come along  
And so I listened, down to the letter  
'Til somebody better came along  
  
You said it so often  
You thought I'd believe it  
That I was always doin' it wrong,  
But you always said that  
You could take it or leave it  
So, somebody better came along!  
  
Now I feel like I'm swimming upstream  
When the current is running so strong  
I'm a fish out of water  
The first time I saw you  
Couldn't keep it together  
Don't care if I'm wrong  
But it seems like forever  
Since we got along  
  
You said it so often  
You thought I'd believe it  
That I was always doin' it wrong,  
But you always said that  
You could take it or leave it  
So, somebody better came along!  
  
You, you can do better, better.  
Talkin' to you, you, you  
You gotta do better!

"
0,"It ain't easy livin' like a gypsy  
Tell ya, honey, how it feels  
I've been dreamin' floatin' down stream  
And losin' touch with all that's real  
Whole lotta lover, keepin' undercover  
Never knowin' where you been-Oo yeah  
You've been fadin', always out paradin'  
Keep in touch with mama kin!  
  
You always got your tail on the wag  
Spittin' fire from your mouth  
Just like a dragon  
You act like a perpetual drag  
You better check it out  
'Cause someday soon  
You'll have to climb back on the wagon  
  
It ain't easy livin' like you want to  
It's so hard to find piece of mind  
Yes it is  
The way I see it  
You got to say 'shee-it'  
But don't forget to drop me a line  
  
Bald as an egg at eighteen  
And workin' for daddy's such a drag  
You still stuff your mouth  
With his beans  
You better check it out or someday soon  
You'll have to climb back on the wagon  
  
Keep in touch with mama kin  
Tell her where you gone and been  
Livin' out your fantasy  
Sleepin' late and smokin' tea  
Keep in touch with mama kin  
Tell her where you gone and been  
Livin' out your fantasy  
Sleepin' late and suckin' me, oh no  
  
It ain't easy livin' like you want to  
It's so hard to find piece of mind  
Yes it is  
The way I see it  
You got to say 'shee-it'  
But don't forget to drop me a line  
  
Bald as an egg at eighteen  
And workin' for daddy's just a drag  
You still stuff your mouth  
With his beans  
You better check it out or someday soon  
You'll have to climb back on the wagon  
  
Keep in touch with mama kin  
Tell her where you gone and been  
Livin' out your fantasy  
Sleepin' late and smokin' tea  
Keep in touch with mama kin  
Tell her where you gone and been  
Livin' out your fantasy  
Sleepin' late and suckin' me  
Ohh, ow, ow, ow, yeah! -ow

"
0,"I'm not  
Crawling around  
Looking for a friend.  
I'm not  
Thinking the big I am.  
I'm not  
Down on the ground  
Looking for a cure.  
I'm not  
Saying that I'm the man.  
  
And I'm not asking for your opinion.  
I'm not asking for a miracle.  
And I'm not asking you to remember me,  
Not asking for the ghost to call.  
  
I'm  
Cold and corrupt  
Looking for a heart.  
I'm  
Trying to hide my scars.  
I'm  
Talking to you  
Like a shadow in the dark.  
I'm  
Just trying to survive.  
  
(Call my name, hide my shame)  
I call this human emotion.  
(Save my soul, save my soul)  
I call this human corrosion.  
  
And I'm not asking you for emotion,  
I'm not asking for the sky to mend.  
And I'm not asking you for nostalgia,  
I'm not asking for the world to end.  
And I'm not asking for your opinion,  
I'm not asking for a miracle.  
And I'm not asking you to remember me,  
Not asking for the ghost to call

"
0,"Yeah, yeah, yeah  
  
I have not come, yeah  
To testify  
About our bad, bad misfortune  
And I ain't here a wond'rin' why  
But I'll live on and I'll be strong  
'Cause it just ain't my cross to bear  
  
I sat down and wrote you a long letter  
It was just the other day  
Said, sure as the sunrise, baby  
Tomorrow I'll be up and on my way  
But I'll live on and I'll be strong  
'Cause it just ain't my cross to bear  
Oh no  
  
Oh, but I'll live on and I'll be strong  
'Cause it just ain't my cross to bear  
Yes now baby  
  
But in the end, baby  
Long towards the end of your road  
Don't reach out for me, babe  
'Cause I'm not gonna carry your load  
But I'll live on and I'll be strong  
'Cause it just ain't my cross to bear  
Yeah, yeah  

"
0,"There's something happening here  
What it is ain't exactly clear  
There's a man with a gun over there  
Telling me I got to beware  
  
I think it's time we stop, children, what's that sound  
Everybody look what's going down  
  
There's battle lines being drawn  
Nobody's right if everybody's wrong  
Young people speaking their minds  
Getting so much resistance from behind  
  
I think it's time we stop, hey, what's that sound  
Everybody look what's going down  
  
What a field-day for the heat  
A thousand people in the street  
Singing songs and carrying signs  
Mostly say, hooray for our side  
  
It's time we stop, hey, what's that sound  
Everybody look what's going down  
  
Paranoia strikes deep  
Into your life it will creep  
It starts when you're always afraid  
You step out of line, the man come and take you away  
  
We better stop, hey, what's that sound  
Everybody look what's going down  
Stop, hey, what's that sound  
Everybody look what's going down  
Stop, now, what's that sound  
Everybody look what's going down  
Stop, children, what's that sound  
Everybody look what's going down

"
0,"Bright light city's high  
Maybe we're gonna fly  
Get on the scene  
King and Queen  
Laying to the music if you know what I mean  
  
Downtown get around  
Searching for a mean sound  
Itchy feet  
Want to dance to the beat  
Laying to the music if you know what I mean  
  
Coming on strong  
Won't be long  
Reaching out to where I belong  
I'm in my stride  
Good music to ride by  
Horse riders in the sky  
  
Coming on strong  
Won't be long  
Reaching out to where I belong  
I'm in my stride  
Good music to ride by  
Horse riders in the sky  
  
Drinking wine from a slipper shoe  
Baby can we boogaloo  
Move to the right  
Slip in tight  
Laying to the music all night  
Laying to the music it's all right  
Laying to the music all night

"
0,"Written by natalie cole  
Have you been to the very top of the highest hill  
Where the air is fresh and sweet and the sky is so clear  
Looking out on the country side and the view of the villages so far away  
There is nothing to feel, nothing to feel  
Come with me, won't you take my hand  
Let's explore this heaven right here on earth, peaceful living is here  
Me and you on this mountaintop with our love we will never stop  
'cause we both know peaceful living is right here  
And here we are in utopia where the sun never seems to go away  
And the moon is our friend, hmm  
Looking out on a starry night and the sky is like a sleigh for riding on  
But you don't need a pin, you don't need a pin  
Precious one, you're a joy to me  
And I know that there's no place else I'd rather be  
Peaceful living is here, yeah, yeah  
Me and you on this mountain top with our love we'll never stop  
And we both know peaceful living is right right, hoo--  
And the moon is our friend, me and you, yeah, yeah, yeah--  
Precious one you're a joy to me  
And I know that there's no place else I'd rather be  
Peaceful is living here, oh, me and you on this mountaintop  
With our love we'll never stop 'cause we both know peaceful living is here  
We both know peaceful living is here  
We both know peaceful living is right here  
La, la, peaceful living, la, la, peaceful living, living, living--  
La, la, peaceful living  

"
0,"I can see you  
On your wedding day  
With the one you love  
To share the way  
A life ahead of you  
Youth left behind  
Go out and make yourself  
Some memories  
despair and pleasure  
Faced at every turn  
And there's children  
To save from harm's way  
Three thousand doorways  
Reveal a thousand more  
Treasure each moment  
Forever more  
I promise to love you and do my best for you  
I need you to help me to find my strength  
Walk with me all through my life  
My lover my husband my wife  
Share this journey with me  
Write this story with me  
Life comes and it will go  
And there's no time to sit and watch the grass grow  
When we are old and grey you know we'll say  
We went and made ourselves some memories  
We're starting our life  
We're starting together now  
I need you to help me to find my strength  
Walk with me all through my life  
My lover my husband my wife  
Share this journey with me  
Write this story with me  

"
0,"[Puff]  
Yeah ye ye yeah yeah Sting Bad Boy remix come on  
  
[Pras]  
Yo yo yo  
Hey yo shake what ya mama gave you is her motto  
Pour out the bottle blow out the candle  
Too broke to hold too shallow to handle  
Get all today you never promised tomorrow  
Yeah her moves remind me of kung fu flicks  
Thick lips that contradicts rules of the game  
She plays the politics  
Red light special red light district  
Put on ya make up body all made up  
Platinum played up Pearl Jam cut up  
Roxanne Roxanne you don't really have to  
Put on ya red dress if you feeling kind of blue  
She got the hots for the disco jocks  
Rock ya socks at the pop of the tops  
Never get cool like to call it Glock  
Twisted minded like Bob Zealot  
  
Roxanne  
(Roxanne Roxanne)  
  
You don't have to put on the red light (ye ye ye yeah yeah)  
Those days are over  
You don't have to sell your body to the night (c'mon)(Roxanne Roxanne)  
Roxanne Roxanne  
Roxanne  
You don't have to wear that dress tonight (remix)  
Walk the streets for money  
You don't care if it's wrong or if it's right (ye ye yeah)  
  
Verse Two:  
  
Yo what's the haps girl, dancing for the green paperback  
Sitting at the bar drinking up Cognac  
She steps in the room, don't know how to act  
Sweet in emergence, similar to Similac  
It was the hat  
Cats wanna be around her shine  
She wants to party, have a good time  
She feels kind of hot me feelin' feelin' fine  
Diggin' all her life just to get a gold mine  
Bro making the streets she's the pimper's paradise  
Jewels around her neck getting strong with the ice  
She said I heard of ya crew I'm the number one fan  
Of the refugees down from the islands  
Driving the Bentleys with her pretty pretty friends  
Sippin' colada every day is a weekend  
Heard your name was Pras outta Brooklyn  
And fifteen million place with your total sound scan  
  
I loved you since I knew you (I like this part, Roxanne Roxanne)  
I wouldn't talk down to you  
I have you to tell just how I feel (Roxanne Roxanne)  
I won't share you with another boy (Ye ye ye yeah yeah)  
I know my mind is made up (Roxanne Roxanne)  
So put away your makeup (Roxanne Roxanne)  
Told you once I wont tell you again  
It's a bad way (Ye ye yeah, yeah)  
  
Roxanne  
You don't have to put on the red light  
Roxanne  
You don't have to put on the red light x2  
  
Roxanne Roxanne I wanna be your man  
Put on the red light  
Roxanne Roxanne I wanna be your man  
Put on the red light  
Roxanne Roxanne I wanna be your man  
Put on the red light  
  
Repeat until end

"
0,"Away  
Away  
  
You may have many problems  
But I was never one  
All I ask is take me to the sea  
  
You had to take me somewhere  
I realize it now  
Listen now just take me to the sea  
  
Away from flickering nights and crowded streets  
Away from blinding lights and shining needs  
Away from person hiding, breathing hard  
Away from always paying on your card  
  
This will be my way out  
And you will be my guide  
Don't argue, take me to the sea  
  
I'm only asking this once  
Please take me for a ride  
All I ask is take me to the sea  
  
To the sea  
To the sea  
To the sea  
To the sea  
  
Then leave me with the seagulls  
Smile your sweetest smile  
I'll kiss you like the salty northern breeze  
  
Drop silver on your forehead  
And wave my last goodbye  
All you do is take me to the sea  
  
To the sea  
To the sea  
To the sea  
To the sea

"
0,"I am searching through the canyon  
It is your name that I am calling  
Tho you're so far away  
I know you hear my plea  
Why won't you answer me  
Here I am  
  
I am in the blood of your heart  
The breath of your lung  
Why do you run for cover  
You are from the dirt of the earth  
And the kiss of my mouth  
I have always been your lover  
Here I am  
  
I am the promise never broken  
And my arms are ever open  
In this harbor calm and still  
I will wait until  
Until you come to me  
Here I am

"
0,"When I fall in love  
It will be forever  
Or I'll never fall in love  
  
In a restless world like this is  
Love is ended before its begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
  
When I give my heart  
It will be completely  
Or I'll never give my heart  
  
And the moment I can feel that  
You feel that way too  
Is when I fall in love with you  
  
And the moment I can feel that  
You feel that way too  
Is when I fall in love with you...

"
0,"So, I prayed...  
But you weren't listening.  
Making miracles?  
So, I begged...  
But you were far away.  
Saving souls perhaps?  
So, I screamed...  
But she was very small  
And you have worlds to mend.  
So, she died...  
And you were glorious.  
But you were somewhere else.  
If you are my shepherd  
Then I'm lost and no one can find me.  
If you are my saviour  
Then I'm dead and no one can help me.  
If you are my glory  
Then I'm sick and no one can cure me.  
If you light my darkness  
Then I'm blind and no one can see me.  
If you are my father  
Then love lies abandoned and bleeding.  
If you are my comfort  
Then nightmares are real and deceiving.  
If you are my answer  
Then I must have asked the wrong question.  
I'd spit on your heaven  
If I could find one to believe in.  
  

"
0,"When I'm feelin' lonely  
And I'm far away from home  
I just sing out your name  
Like a one word song  
  
In a moment of weakness  
When I need to be strong  
I just sing out your name  
Like a one word song  
  
And the thought of you  
Brings a soulful melody  
And passion and trust  
And a healing harmony  
  
When I count my blessings  
There is one that stands alone  
And I sing out your name  
Like a one word song  
  
And the thought of you  
Brings a soulful melody  
And passion and trust  
And a healing harmony  
  
And when I lose my way  
I get back where I belong  
When I sing out your name  
Like a one word song  
  
Yeah I sing out your name  
Like a one word song.

"
0,"Dolly:  
Horace vandergelder, mrs. horace vandergelder  
Just leave ev'rything to me  
Though it wont be like the first time  
How can it be like the first time?  
But why does it have to be?  
Don't look for shooting stars  
For love is only love  
You touch and still you touch the proud  
Don't listen for those bells  
For love is only love  
And if it's love you've found  
Your heart won't hear a sound  
And you hold his hand  
You only hold his hand  
The violins are all a bluff  
But if you're really wise  
The silence of his eyes  
Will tell you  
Love is only love  
And it's wonderful enough  
Without the shooting star  
Without the sounds of bells  
Without the violins  
Love is wonderful enough!

"
0,"Walking alone inside my world  
Thinking I'm doing the right thing  
Destroying all that appears before me  
It was all done in vain  
  
Wanna get through fire  
Wanna get through pain  
Wanna get with violence  
Wanna get with shame  
  
Digging this place to call my own  
Raping my body without a face  
Tortured my soul is black as pitch  
And I have no life to waste  
  
Wanna get through fire  
Wanna get through pain  
Wanna get with violence  
Wanna get with shame  
  
I worshipped you  
Do anything  
So lost and helpless  
I played your game  
  
I worshipped you  
Do anything  
So lost and helpless  
I played your game  
  
Wanna get through fire  
Wanna get through pain  
Wanna get with violence  
Wanna get with shame

"
0,"I remember when you were born  
I felt like one lucky  
Son of a gun  
  
And when you turned into two  
I was so happy  
When you said I love you  
  
Held you in my arms so tight  
I'd never forget  
The best years of my life  
  
[Chorus]  
Apple of your daddy's eye  
want to be the one to hold you in the night  
Apple of your daddy's eye  
Oh, oh sleep tight  
Don't you worry gonna be alright  
  
I remember when you were three  
You were so lovely  
So very pretty  
  
And when you turned into four  
I finally realized  
What God put her here for  
  
[Chorus]  
  
If I had my way  
Time would stand still  
You'd stay as sweet as you are  
But time waits for no one  
It never will  
Your gonna leave me soon enough  
I'm just sad 'cause you're growing up  
  
Held you in my arms so tight  
I'd never forget  
The best years of my life  
  
[Chorus]  
  
Don't stop ever lovin' me because  
You're the apple of your daddy's eye

"
0,"Maybe I've forgotten  
The name and the address  
Of everyone I've ever known,  
It's nothing I regret  
Save it for another day  
It's the school exam  
The kids have run away  
  
I would like a place I can call my own  
Have a conversation on the telephone  
Wake up everyday, that would be a start  
I would not complain 'bout my wounded heart  
  
I was upset, you see  
Almost all the time  
You used to be a stranger  
Now you are mine  
  
I wouldn't even trust you  
I've not that much to give  
We're dealing in the limits, and  
We don't know who with  
You may think that I'm out of hand  
That I'm naive, I'll understand  
On this occasion, it's not true  
Look at me, I'm not you  
  
I would like a place I can call my own  
Have a conversation on the telephone  
Wake up everyday, that would be a start  
I would not complain 'bout my wounded heart  
  
I was a short fuse  
Burning all the time  
You were a complete stranger  
Now you are mine  
  
I would like a place I can call my own  
Have a conversation on the telephone  
Wake up everyday, that would be a start  
I would not complain 'bout my wounded heart  
  
Just wait 'till tomorrow  
I guess that's what they all say  
Just before they fall apart...

"
0,"Christmas time's a-coming  
Christmas time's a-coming  
Christmas time's a-coming  
And I know I'm goin' home  
Snowflakes a fallin'  
My old home's a callin'  
Tall pines a hummin'  
Christmas time's a-coming  
Can't you hear them bells ringin'  
Bringin' joy to all, hear them singin'  
When it's snowin' I'll be goin'  
Back to my country home  
Christmas time's a-coming  
Christmas time's a-coming  
Christmas time's a-coming  
And I know I'm goin' home  
Holly's in the window  
Home's where the wind blows  
Can't walk for runnin'  
Christmas time's a-coming  
Can't you hear them bells ringin'  
Bringin' joy to all, hear them singin'  
When it's snowin' I'll be goin'  
Back to my country home  
Christmas time's a-coming  
Christmas time's a-coming  
Christmas time's a-coming  
And I know I'm goin' home  
White candles burnin'  
My old heart's a-yearnin'  
For the folks at home when  
Christmas time's a-coming  
Can't you hear them bells ringin'  
Bringin' joy to all, hear them singin'  
When it's snowin' I'll be goin'  
Back to my country home  
Christmas time's a-coming  
Christmas time's a-coming  
Christmas time's a-coming  
And I know I'm goin' home

"
0,"[Chorus]  
To all my people goin' through it on a daily basis  
And it seem like the world is full of cold places  
Keep yo' head up, fuck what they said cause  
you can do it and the man will get you through it  
I believe that, homey I believe that  
If I can picture that, I'll bring a picture back  
  
[Ice Cube]  
They say ""Gangster, gangster! Tell me how you do it  
How you get through it and them other niggas blew it""  
I keep my eye on the prize then pursue it  
Chase it like a cheetah chuck it out and subdue it  
So self-educate, nigga don't hate  
Cause the game I got, is Madden oh-eight  
Fuck with Cube, I'm better than YouTube  
Fuck with them dudes them niggas is new school  
The game don't change just the players  
The rhymes don't change just the fuckin' rhyme-sayers  
They make it up as they go along  
But I'm goin' on 25 years strong  
The shit I say might get you through the day  
Or change your whole life, in a major way  
The shit they say, might catch you a case  
The shit I say, feel like your birthday  
  
[Chorus]  
  
[Ice Cube]  
You know what? Momma said it'd be days like this  
Straight hell on earth, but come up out the abyss  
She said ""Don't let 'em see you crawl, don't let 'em see you fall  
All they wanna do is laugh when you tear your drawers""  
It's a cold world nigga bring a bomber jacket  
If it's another hustle out there I'ma crack it  
Fuck the new dance I'ma learn how to eat  
Get my mind right, stay up out these fuckin streets  
They keep callin' me  
They keep callin', all the lil' homies keep fallin'  
In them same traps niggas can't figure out  
In the fast lane boy but the bridge is out  
Make my blood boil, get yo' life spoiled  
Get you in the system, get you in the soil  
And your funeral was sponsored by Unocal  
Saw you UVN, nigga digital  
  
[Chorus]  
  
I know, it's fucked up how they do us  
Pretend they really care, but then they Jerry Lewis  
Take that money that was allocated to us  
Put us in some fucked up trailers then sue us  
Watchin' Katrina, is worser than Ike and Tina  
See New Orleans get bitch-slapped by FEMA  
Louisiana got racist-ass politics  
Free the Jena Six (Nigga free the Jena six!)  
Your honor, Osama, Obama  
Even, yo' momma, ain't fuckin' with my comments  
They want us to quit, forget  
And not give a shit about these sick-ass politics  
A lunatic is in the White House  
Make me wanna go do a lick right now  
But they'll make a nigga bow down  
in the penitentiary, a billion dollar industry  
  
[Chorus]  
  
I believe that, homey I believe that  
If I can picture that, I'll bring a picture back

"
